Zip Code,Households With Computer,Households With Broadband Internet
06282,487,461
06320,10044,9461
06330,1192,1166
06331,1825,1795
06332,432,368
06333,2687,2672
06334,864,843
06335,2164,2141
06336,19,19
06338,31,31
06339,3289,3283
06340,11651,11047
06350,58,54
06351,6228,5936
06353,140,85
06354,2162,2072
06355,4924,4760
06357,4623,4474
06359,1867,1803
06360,14007,13551
06365,1711,1585
06370,2621,2524
06371,3872,3836
06373,60,31
06374,2783,2606
06375,1356,1326
06376,20,20
06377,970,948
06378,2546,2521
06379,3580,3456
06380,902,799
06382,3468,3375
06384,1001,1006
06385,6288,6148
06387,163,119
06389,48,48
06390,22,15
06401,7322,6597
06403,2559,2477
06405,11915,11704
06409,348,348
06410,9309,8863
06412,1474,1421
06413,5149,4952
06414,30,30
06415,5969,5869
06416,5287,4925
06417,1887,1798
06418,4960,4824
06419,2128,2034
06420,1664,1600
06422,2929,2738
06423,2072,2011
06424,4534,4373
06426,1561,1579
06437,8284,8154
06438,898,911
06439,15,15
06441,1969,1903
06442,939,915
06443,6514,6422
06444,72,72
06447,2063,2043
06450,13317,12142
06451,8939,7926
06455,1158,1124
06456,118,83
06457,18217,16834
06459,5,
06460,14886,14169
06461,5230,5105
06467,208,208
06468,6063,5902
06469,1269,1199
06470,5331,5177
06471,2783,2843
06472,2162,2156
06473,9029,8933
06475,4356,4272
06477,5021,4887
06478,4537,4545
06479,3839,3767
06480,3345,3238
06481,597,443
06482,3972,3913
06483,5955,5479
06484,14922,14543
06488,7414,7095
06489,12003,11653
06492,16544,15465
06498,3366,3068
06510,2154,2030
06511,19192,18328
06512,10339,10135
06513,13278,12593
06514,9882,9298
06515,6132,5850
06516,18932,18459
06517,5145,4880
06518,5909,5748
06519,4622,4140
06524,1711,1701
06525,3017,2908
06604,8853,8183
06605,8491,7779
06606,15972,14895
06607,2481,2275
06608,4135,3899
06610,7920,7574
06611,11604,11319
06612,2629,2622
06614,12071,11240
06615,6793,6351
06702,889,546
06704,9271,8509
06705,9607,8052
06706,4836,4172
06708,11447,10732
06710,2917,2486
06712,3151,2979
06716,5911,5422
06750,446,421
06751,1110,1074
06752,705,699
06753,28,28
06754,660,646
06755,337,337
06756,1068,1040
06757,850,825
06758,21,21
06759,2245,2207
06762,2727,2679
06763,792,755
06770,11278,10917
06776,10008,9767
06777,629,623
06778,422,391
06779,3015,2957
06782,733,722
06783,904,857
06784,1427,1379
06785,314,290
06786,3604,3491
06787,2796,2706
06790,12991,12434
06791,2035,2002
06793,524,500
06794,372,364
06795,5000,4663
06796,425,397
06798,4335,4264
06801,6921,6629
06804,6166,6044
06807,2677,2675
06810,18431,17200
06811,11537,11279
06812,4396,4312
06820,6820,6747
06824,11538,11477
06825,7010,6780
06830,9048,8775
06831,5157,5109
06840,6788,6755
06850,7754,7632
06851,10694,10281
06853,1401,1398
06854,10522,9748
06855,3282,3229
06870,2615,2584
06877,8840,8633
06878,2600,2537
06880,9387,9253
06883,3487,3422
06890,1652,1641
06896,3265,3178
06897,6116,6075
06901,4677,4672
06902,25179,24128
06903,5179,5144
06905,7933,7764
06906,3512,3351
06907,3223,3143
07001,4445,4342
07002,25048,23759
07003,18969,18335
07004,2806,2601
07005,5229,5135
07006,9508,9113
07008,7532,6960
07009,4639,4530
07010,9650,9233
07011,12000,11312
07012,4893,4748
07013,10269,10184
07014,1570,1565
07016,8616,8170
07017,13566,12746
07018,10433,9520
07020,6660,6355
07021,707,669
07022,5352,5103
07023,2607,2614
07024,17308,16576
07026,10648,9910
07027,1765,1695
07028,2539,2495
07029,8111,7884
07030,26884,26707
07031,6235,6068
07032,13525,12945
07033,2646,2450
07034,3962,3838
07035,3966,3731
07036,15204,14472
07039,10115,10104
07040,7926,7772
07041,2614,2550
07042,10012,9702
07043,4087,4020
07044,5418,5116
07045,3553,3464
07046,1413,1413
07047,21884,20420
07050,11168,9630
07052,16102,15182
07054,11221,10975
07055,18228,17790
07057,4522,4207
07058,2105,2105
07059,5361,5283
07060,14426,13068
07062,4297,3888
07063,4094,3719
07064,1232,1070
07065,11153,10795
07066,5637,5640
07067,5946,5773
07068,2314,2133
07069,2163,2212
07070,6366,6093
07071,8301,7881
07072,2249,2086
07073,4119,3740
07074,959,917
07075,3588,3558
07076,8692,8435
07077,1167,1059
07078,4456,4428
07079,5404,5294
07080,7718,7413
07081,6309,6268
07082,1900,1883
07083,18692,18286
07086,7097,6996
07087,23530,21421
07088,1051,993
07090,10086,9908
07092,2386,2256
07093,23314,21768
07094,7601,7417
07095,7406,6994
07102,5036,4282
07103,10896,9945
07104,17600,15078
07105,17408,13417
07106,11858,9414
07107,12957,10876
07108,9840,7737
07109,12740,12324
07110,11200,11029
07111,18870,17576
07112,9856,7936
07114,3632,3052
07201,8695,8403
07202,12330,10705
07203,7345,6866
07204,4880,4787
07205,6884,6614
07206,6729,5949
07208,11228,10873
07302,24429,23896
07304,17111,16160
07305,23774,21857
07306,20210,19175
07307,16080,15326
07310,6501,6285
07311,899,899
07401,1969,2169
07403,2608,2601
07405,6446,6273
07407,6592,6199
07410,11400,11084
07416,2284,2205
07417,3803,3719
07418,958,952
07419,3766,3713
07420,1820,1726
07421,2723,2676
07422,2120,1941
07423,1415,1424
07424,10217,10060
07430,9012,8886
07432,2680,2578
07435,1006,959
07436,4111,4065
07438,4187,4217
07439,766,763
07440,1405,1345
07442,4054,3964
07444,3976,3861
07446,5133,5079
07450,8464,8269
07452,3469,3394
07456,4143,4056
07457,1808,1745
07458,3855,3775
07460,1144,1065
07461,6385,6245
07462,2646,2577
07463,3220,3164
07465,2361,2334
07470,18365,18033
07480,5646,5481
07481,5551,5484
07501,10710,9333
07502,4539,4149
07503,5571,4794
07504,3718,3455
07505,969,919
07506,6873,6708
07508,7477,7201
07512,3665,3683
07513,3084,2742
07514,5851,5363
07522,6417,6025
07524,4050,3620
07601,18837,18207
07603,2987,2831
07604,3960,3833
07605,3282,3268
07606,822,799
07607,3327,3353
07608,25,25
07620,481,481
07621,8687,8363
07624,2750,2699
07626,2923,2880
07627,1613,1589
07628,6180,6176
07630,2445,2411
07631,10963,10250
07632,1888,1825
07640,1690,1690
07641,1033,1036
07642,3407,3337
07643,4011,3986
07644,8670,8391
07645,2812,2775
07646,5894,5739
07647,1634,1617
07648,1840,1832
07649,2661,2615
07650,6683,6497
07652,7865,7858
07656,3000,2967
07657,3765,3712
07660,4791,4618
07661,4255,4179
07662,2095,2021
07663,4880,4774
07666,12526,12459
07670,4922,4785
07675,9416,9337
07676,3285,3203
07677,1968,1954
07701,10566,10174
07702,1295,1244
07703,,
07704,2009,1987
07711,587,556
07712,15992,15296
07716,3504,3443
07717,821,811
07718,2322,2303
07719,8725,8530
07720,1834,1769
07721,1417,1327
07722,3439,3421
07723,244,221
07724,9018,8864
07726,15387,15220
07727,2344,2228
07728,19305,18337
07730,5888,5683
07731,12438,12277
07732,2459,2270
07733,5779,5663
07734,4522,4076
07735,7519,6882
07737,1397,1370
07738,2232,2121
07739,2173,2176
07740,11995,11178
07746,5827,5666
07747,12251,11834
07748,9663,9451
07750,1419,1442
07751,6884,6714
07753,14237,13970
07755,1965,1962
07756,1628,1536
07757,2231,2196
07758,1570,1553
07760,3283,3250
07762,3883,3718
07764,2487,2422
07801,7813,7523
07803,1309,1309
07820,,
07821,3364,3208
07822,324,296
07823,3329,3084
07825,3315,3192
07826,2119,2051
07827,1525,1478
07828,5461,5334
07830,2708,2673
07831,,
07832,1155,1127
07833,48,48
07834,6666,6477
07836,4189,4229
07838,1256,1181
07840,11280,10915
07842,10,10
07843,4247,4196
07844,54,51
07846,6,6
07847,689,675
07848,1599,1555
07849,3342,3256
07850,2382,2398
07851,130,126
07852,1413,1341
07853,4201,4142
07856,1621,1621
07857,1698,1629
07860,9578,9002
07863,1345,1292
07865,855,773
07866,8071,7723
07869,8846,8659
07870,21,21
07871,7444,7290
07874,3016,2974
07876,3102,3070
07878,246,219
07880,102,102
07881,5,5
07882,5522,5411
07885,3762,3714
07901,8318,8111
07920,9836,9684
07921,3796,3739
07922,3997,3949
07924,2617,2603
07926,19,19
07927,1762,1770
07928,6541,6457
07930,2798,2731
07931,1155,1062
07932,4160,4134
07933,952,931
07934,477,455
07935,135,135
07936,3545,3399
07939,26,26
07940,5573,5399
07945,3258,3196
07946,1030,1008
07950,7682,7559
07960,17824,17390
07961,,
07970,75,75
07974,4511,4310
07976,122,91
07977,212,207
07979,57,57
07980,867,867
07981,3609,3561
08001,284,263
08002,8443,8400
08003,10969,10727
08004,3677,3574
08005,9665,9295
08006,204,198
08007,2140,1998
08008,3187,3119
08009,4865,4635
08010,3738,3432
08011,,
08012,14338,13810
08014,124,109
08015,6575,6152
08016,11857,11544
08019,356,356
08020,946,896
08021,19201,17277
08022,3509,3402
08023,119,83
08026,660,620
08027,1891,1745
08028,6752,6456
08029,1953,1827
08030,4520,4278
08031,4171,4039
08032,96,96
08033,6096,6029
08034,7483,7300
08035,3020,2916
08036,2407,2248
08037,8397,7879
08038,163,160
08039,6,6
08041,388,366
08042,27,14
08043,11141,10889
08045,1098,1041
08046,10275,9910
08048,4467,4327
08049,1898,1832
08050,10214,9854
08051,4051,3720
08052,8290,7949
08053,17776,17377
08054,17716,17545
08055,10154,9943
08056,1709,1709
08057,7116,6878
08059,2066,2033
08060,9058,8787
08061,1265,1249
08062,5512,5395
08063,1049,999
08064,37,37
08065,2891,2722
08066,3456,3348
08067,552,533
08068,2651,2532
08069,4446,4175
08070,4697,4467
08071,3469,3345
08072,129,129
08073,,
08074,32,32
08075,11003,10602
08077,7021,6884
08078,2976,2753
08079,3488,3198
08080,13522,13405
08081,16859,16016
08083,3566,3415
08084,2449,2420
08085,6882,6633
08086,3173,3074
08087,9940,9441
08088,8750,8456
08089,1298,1218
08090,2956,2857
08091,2039,1949
08092,1081,1033
08093,3950,3295
08094,14161,13218
08095,,
08096,12564,11950
08097,1186,1142
08098,3313,3173
08102,2774,2480
08103,3349,3058
08104,7213,6264
08105,7473,6174
08106,3593,3443
08107,5375,5057
08108,7939,7789
08109,8074,7697
08110,5509,5144
08201,3890,3838
08202,764,733
08203,3574,3408
08204,7139,6645
08205,10417,10176
08210,6634,6277
08212,77,76
08215,5308,4839
08217,,
08221,2490,2407
08223,1829,1702
08224,62,62
08225,3010,2879
08226,4974,4686
08230,1997,1934
08232,5782,5293
08234,15166,14799
08240,5,
08241,426,406
08242,1674,1628
08243,1075,1055
08244,4315,4095
08245,,
08246,26,26
08247,526,503
08248,76,76
08251,4373,4275
08260,5730,5093
08270,2867,2633
08302,12209,11280
08310,538,475
08311,505,463
08312,2743,2643
08314,180,180
08316,45,43
08317,522,477
08318,4185,3920
08319,436,436
08320,,
08321,63,49
08322,3284,3126
08323,189,191
08324,79,79
08326,443,428
08327,192,181
08328,624,553
08329,90,90
08330,11060,10551
08332,13433,12464
08340,378,310
08341,781,748
08343,1473,1435
08344,1786,1684
08345,265,239
08346,168,168
08348,22,22
08349,697,618
08350,113,100
08352,115,109
08353,116,108
08360,14400,13548
08361,6011,5713
08401,13757,11996
08402,2504,2423
08403,446,436
08406,3940,3610
08501,2407,2269
08502,3694,3670
08505,6574,6492
08510,1653,1598
08511,322,298
08512,4328,4123
08514,1841,1780
08515,2217,2150
08518,2003,1968
08520,9921,9280
08525,1805,1734
08527,19362,18875
08528,187,187
08530,3201,3139
08533,2208,2211
08534,4382,4325
08535,1669,1623
08536,8117,7954
08540,17461,16528
08542,993,987
08544,,
08550,7272,7240
08551,1850,1825
08553,274,272
08554,1512,1482
08555,330,325
08558,2404,2451
08559,2172,2088
08560,1282,1248
08561,144,89
08562,1453,1383
08608,424,314
08609,3606,2854
08610,11039,10399
08611,8954,7180
08618,12053,10662
08619,8500,8120
08620,3951,3843
08628,3958,3777
08629,3960,3531
08638,7560,7011
08640,860,855
08641,1420,1427
08648,10938,10456
08690,7440,7260
08691,6208,6025
08701,24997,19460
08720,215,215
08721,7521,7307
08722,3727,3539
08723,11873,11423
08724,14866,14274
08730,1728,1641
08731,8108,7909
08732,642,632
08733,960,816
08734,2514,2299
08735,1898,1805
08736,5159,5055
08738,627,599
08740,700,563
08741,1011,954
08742,9884,9717
08750,1467,1435
08751,1796,1463
08752,1149,1004
08753,23913,22792
08755,9092,8499
08757,15186,13571
08758,3134,3027
08759,16872,15457
08801,2494,2446
08802,1362,1370
08804,1126,1021
08805,4815,4686
08807,13239,12953
08809,2135,2096
08810,2761,2686
08812,4318,4169
08816,15741,15574
08817,15543,15190
08820,12712,12611
08821,165,165
08822,11117,10697
08823,3442,3259
08824,4428,4353
08825,1691,1677
08826,2076,1990
08827,1498,1436
08828,972,969
08829,1387,1286
08830,6000,5826
08831,21253,20610
08832,950,727
08833,3378,3248
08835,4064,3895
08836,1314,1318
08837,6562,6498
08840,5874,5646
08844,14715,14479
08846,5267,5112
08848,2848,2757
08850,2863,2835
08852,6838,6759
08853,1913,1903
08854,16525,16009
08857,14951,14404
08858,,
08859,8546,8314
08861,17596,15045
08863,4036,3947
08865,11453,10747
08867,1838,1801
08869,2960,2904
08872,7001,6841
08873,20266,19898
08876,8727,8370
08879,8236,7778
08880,1663,1653
08882,5254,5054
08884,2833,2786
08886,2435,2396
08887,550,543
08889,3869,3806
08890,7,7
08901,14063,11866
08902,14575,14448
08904,6277,6159
10001,13578,13176
10002,29687,24793
10003,24730,23429
10004,2113,2088
10005,4782,4688
10006,1991,1915
10007,3226,3207
10009,27800,23720
10010,15669,14852
10011,28233,27539
10012,11727,11227
10013,11358,11098
10014,17236,16834
10016,29066,28147
10017,9359,9150
10018,4351,4251
10019,24776,24247
10020,,
10021,20602,20004
10022,17693,16872
10023,34027,33531
10024,28326,27718
10025,38770,37421
10026,13660,13280
10027,21209,19932
10028,24411,23915
10029,27825,25221
10030,12124,11280
10031,19584,18961
10032,19574,18180
10033,18400,17729
10034,14387,13543
10035,10579,10033
10036,17302,16164
10037,8524,7942
10038,9515,8926
10039,10365,9712
10040,15095,14655
10044,4714,4467
10065,15307,14759
10069,2622,2605
10075,11938,11645
10103,,
10110,,
10111,,
10112,,
10115,,
10119,,
10128,28502,27302
10152,,
10153,,
10154,,
10162,1208,1208
10165,,
10167,,
10168,,
10169,,
10170,,
10171,,
10172,,
10173,,
10174,,
10177,,
10199,,
10271,,
10278,,
10279,56,56
10280,4188,4126
10282,2528,2515
10301,13029,11578
10302,5163,4814
10303,7950,6854
10304,13919,11792
10305,14334,13852
10306,18165,17296
10307,4636,4596
10308,9926,9337
10309,11438,10790
10310,8130,7422
10311,,
10312,20753,19163
10314,29953,28224
10451,18267,16208
10452,25045,21756
10453,25316,23604
10454,11879,9869
10455,14085,12215
10456,28429,25127
10457,23636,19943
10458,27158,26044
10459,15926,14224
10460,19664,16963
10461,17181,16059
10462,27450,25962
10463,27552,26383
10464,1870,1733
10465,14761,14258
10466,23287,21232
10467,34721,31901
10468,25648,24087
10469,21912,20178
10470,5959,5422
10471,8441,7962
10472,19163,16703
10473,20444,18194
10474,3180,2905
10475,16385,14169
10501,478,465
10502,1811,1801
10503,50,50
10504,2673,2595
10505,314,321
10506,2033,2017
10507,1911,1848
10509,6868,6714
10510,3647,3500
10511,700,670
10512,8527,8215
10514,4235,4148
10516,2173,2157
10517,162,162
10518,344,344
10519,59,59
10520,4879,4676
10522,3695,3666
10523,3143,3099
10524,1473,1451
10526,662,662
10527,172,172
10528,4509,4436
10530,5960,5964
10532,1650,1576
10533,2309,2293
10535,136,136
10536,3489,3431
10537,875,875
10538,5954,5741
10540,,
10541,8544,8358
10542,,
10543,6907,6826
10545,,
10546,403,403
10547,2550,2448
10548,1195,1115
10549,5567,5530
10550,13659,10589
10552,9176,7918
10553,3411,2632
10560,1687,1587
10562,11622,11168
10566,9570,9031
10567,6401,6255
10570,3934,3922
10573,12538,12207
10576,1701,1712
10577,722,710
10578,498,498
10579,2856,2722
10580,6131,5984
10583,13717,13723
10588,1038,1086
10589,3364,3252
10590,2503,2474
10591,9097,8955
10594,1568,1559
10595,2218,2181
10596,365,317
10597,242,242
10598,9899,9706
10601,5075,5065
10603,7007,6909
10604,3683,3623
10605,7464,7363
10606,5545,5437
10607,2148,2109
10701,23369,21536
10703,7076,6886
10704,11816,10944
10705,13529,12174
10706,3112,3031
10707,3655,3711
10708,9197,8973
10709,3412,3330
10710,9462,9042
10801,13852,12877
10803,3996,3854
10804,4994,4937
10805,7352,6864
10901,8720,8304
10910,,
10911,6,
10913,1404,1411
10914,106,106
10915,32,32
10916,1365,1352
10917,455,455
10918,4148,4016
10919,451,451
10920,2753,2676
10921,1316,1285
10922,377,377
10923,2604,2535
10924,4190,4075
10925,1434,1389
10926,1391,1240
10927,3440,3268
10928,1858,1793
10930,3265,3235
10931,296,288
10932,14,14
10933,87,83
10940,17312,15165
10941,5108,4808
10950,10475,9659
10952,7731,6662
10953,,
10954,8822,8695
10956,9346,9129
10958,966,911
10960,5552,5359
10962,1621,1584
10963,1125,1110
10964,493,515
10965,5111,4876
10968,1214,1214
10969,368,355
10970,3841,3748
10973,720,730
10974,1179,1146
10975,25,35
10976,504,509
10977,13148,11940
10979,,
10980,4400,4266
10983,1836,1773
10984,875,830
10985,82,37
10986,530,471
10987,1422,1395
10988,227,220
10989,3295,3312
10990,7461,7375
10992,2887,2776
10993,1442,1376
10994,2352,2348
10996,855,848
10998,1137,1137
11001,8166,7971
11003,11868,11380
11004,4992,4752
11005,1237,1201
11010,7808,7540
11020,1730,1622
11021,7672,7331
11023,2801,2714
11024,2054,1931
11030,5641,5526
11040,12864,12681
11042,,
11050,11206,11041
11096,2283,1946
11101,14683,14066
11102,11529,11264
11103,14771,14307
11104,11141,10659
11105,14373,13983
11106,16802,16032
11109,3109,3024
11201,30038,29496
11203,25592,24949
11204,22064,20907
11205,14723,14059
11206,26862,24636
11207,31413,27243
11208,32033,28504
11209,27818,27016
11210,20395,19252
11211,22458,21392
11212,26797,25585
11213,23560,21034
11214,28655,27158
11215,28715,28008
11216,24487,23046
11217,17038,16434
11218,24125,22586
11219,18316,15631
11220,24906,22102
11221,31199,28705
11222,17556,17053
11223,24356,23694
11224,15227,14535
11225,22357,20732
11226,33426,30274
11228,14408,14151
11229,27917,26919
11230,27307,25963
11231,15822,15123
11232,8683,8137
11233,30368,26078
11234,30464,29306
11235,30262,29080
11236,30271,29576
11237,16607,15244
11238,24658,23620
11239,6269,6101
11249,13467,12630
11354,17891,16720
11355,25574,23143
11356,7697,7212
11357,14313,13691
11358,12261,11809
11359,,
11360,8102,7988
11361,10183,9910
11362,6842,6555
11363,2832,2749
11364,13009,12504
11365,15334,14851
11366,4327,4309
11367,13211,12261
11368,27565,23648
11369,8994,8404
11370,7151,6984
11371,,
11372,23761,21512
11373,29962,27721
11374,18718,17362
11375,31525,30534
11377,30147,27120
11378,11913,11450
11379,12609,12309
11385,34793,32915
11411,6137,5822
11412,10999,10069
11413,12295,11144
11414,10412,10140
11415,8120,7483
11416,6842,6653
11417,8610,8385
11418,10959,10481
11419,12325,11509
11420,12949,12482
11421,10964,10645
11422,9786,8836
11423,9147,8394
11424,,
11426,6024,5665
11427,7437,7259
11428,5836,5510
11429,7224,6997
11430,,
11432,18811,17055
11433,9921,9664
11434,21069,19001
11435,18005,17267
11436,5548,5018
11439,,
11451,,
11501,7987,7719
11507,2104,2052
11509,711,693
11510,10378,9999
11514,1665,1602
11516,2488,2483
11518,3765,3632
11520,13714,13319
11530,9084,8775
11542,9958,9697
11545,4235,4174
11547,165,190
11548,328,328
11549,,
11550,16345,15069
11552,7163,6603
11553,6535,6160
11554,10947,10727
11556,,
11557,2652,2588
11558,2859,2711
11559,2297,2224
11560,2209,2196
11561,15204,14661
11563,7076,6959
11565,3057,2966
11566,10916,10736
11568,998,963
11569,472,534
11570,9898,9701
11572,9757,9625
11575,4080,3783
11576,4356,4324
11577,4007,3924
11579,1689,1707
11580,12931,12346
11581,6702,6578
11590,13915,12952
11596,3315,3190
11598,3830,3750
11691,19522,18197
11692,7502,6557
11693,4780,4550
11694,7660,7408
11697,1265,1217
11701,8640,7914
11702,5255,5235
11703,5275,5006
11704,12277,11645
11705,2782,2729
11706,17767,16853
11709,2653,2384
11710,10922,10960
11713,3021,2981
11714,7477,7177
11715,1577,1551
11716,3412,3330
11717,13999,11011
11718,1000,988
11719,1066,988
11720,8530,8195
11721,2255,2227
11722,8767,8207
11724,929,937
11725,8841,8332
11726,5778,5454
11727,10282,9856
11729,8195,7496
11730,4558,4562
11731,10389,10019
11732,1455,1415
11733,5820,5822
11735,10486,10068
11738,5242,5010
11739,513,513
11740,3105,2816
11741,8814,8613
11742,4419,4356
11743,14990,14709
11746,20727,19240
11747,7160,7020
