Zip Code,Households With Computer,Households With Broadband Internet
50448,280,270
50449,304,278
50450,1057,1011
50451,162,134
50452,285,256
50453,215,203
50454,40,40
50455,121,111
50456,630,593
50457,128,120
50458,824,774
50459,1090,1039
50460,173,146
50461,1981,1972
50464,197,190
50465,70,69
50466,641,582
50467,47,49
50468,505,495
50469,524,499
50470,85,73
50471,244,234
50472,922,854
50473,81,56
50475,458,466
50476,268,263
50477,87,83
50478,372,298
50479,262,252
50480,278,275
50482,278,270
50483,279,254
50484,150,147
50501,10454,9445
50510,389,354
50511,2806,2561
50514,495,444
50515,112,104
50516,305,292
50517,358,343
50518,119,118
50519,248,217
50520,50,45
50521,14,14
50522,314,299
50523,195,201
50524,215,183
50525,1177,1114
50527,47,40
50528,113,108
50529,320,305
50530,448,442
50531,94,89
50532,319,288
50533,1381,1214
50535,419,375
50536,1673,1481
50538,202,192
50539,166,162
50540,402,350
50541,370,343
50542,362,332
50543,489,467
50544,198,188
50545,70,73
50546,139,114
50548,2081,1919
50551,16,18
50552,24,27
50554,718,653
50556,68,60
50557,341,344
50558,193,183
50559,107,99
50560,201,186
50561,200,198
50562,147,139
50563,1070,1039
50565,156,142
50566,170,161
50567,105,93
50568,493,469
50569,320,271
50570,72,58
50571,125,117
50573,24,20
50574,903,811
50575,272,248
50576,118,107
50577,175,171
50578,231,209
50579,896,839
50581,280,265
50582,100,77
50583,1032,972
50585,443,403
50586,93,70
50588,4332,3935
50590,338,317
50591,158,154
50592,50,44
50593,16,16
50594,126,125
50595,3053,2914
50597,400,373
50598,339,316
50599,186,178
50601,905,864
50602,570,533
50603,124,122
50604,564,519
50605,76,73
50606,277,238
50607,151,149
50608,23,23
50609,157,155
50611,156,125
50612,145,139
50613,15584,14653
50616,3662,3499
50619,693,699
50620,24,23
50621,519,473
50622,1132,1105
50623,60,60
50624,581,569
50625,331,303
50626,563,513
50627,1090,989
50628,424,363
50629,801,762
50630,588,561
50631,107,97
50632,509,452
50633,214,204
50634,309,305
50635,514,451
50636,720,720
50638,1152,1136
50641,373,358
50642,223,207
50643,1058,1004
50644,3105,2977
50645,427,379
50647,776,732
50648,1299,1230
50649,4,4
50650,280,264
50651,1278,1148
50652,39,29
50653,230,209
50654,146,128
50655,295,273
50657,40,23
50658,964,901
50659,2102,2024
50660,406,387
50662,2523,2317
50664,83,83
50665,972,910
50666,288,274
50667,277,264
50668,403,391
50669,904,848
50670,838,774
50671,102,92
50672,159,151
50673,69,65
50674,1359,1247
50675,817,753
50676,849,767
50677,4268,4132
50680,391,352
50681,164,141
50682,607,571
50701,12002,10972
50702,7947,7473
50703,6749,6061
50707,3104,2765
50801,3474,3156
50830,563,496
50831,10,8
50833,762,692
50835,32,19
50836,164,143
50837,156,136
50839,21,13
50840,235,205
50841,939,865
50842,29,19
50843,151,143
50845,238,230
50846,433,378
50847,28,22
50848,87,84
50849,920,826
50851,765,700
50853,299,273
50854,796,790
50857,80,74
50858,286,244
50859,243,219
50860,47,45
50861,115,111
50862,58,56
50863,67,61
50864,764,671
51001,785,758
51002,955,900
51003,629,586
51004,398,363
51005,630,600
51006,377,343
51007,220,221
51008,65,52
51009,57,55
51010,187,173
51011,22,19
51012,2280,2142
51014,239,226
51015,16,16
51016,439,388
51018,238,233
51019,188,158
51020,211,187
51022,306,235
51023,1076,1030
51024,852,825
51025,698,643
51026,339,255
51027,425,408
51028,862,804
51029,142,143
51030,572,558
51031,4532,4397
51033,152,142
51034,656,609
51035,580,551
51036,282,271
51037,104,96
51038,633,587
51039,1014,943
51040,1282,1154
51041,2360,2287
51044,82,74
51045,28,28
51046,572,524
51047,289,283
51048,180,153
51049,237,237
51050,951,928
51051,23,20
51052,396,373
51053,391,355
51054,1886,1817
51055,492,463
51056,150,122
51058,418,389
51060,208,205
51061,131,122
51062,161,156
51063,418,388
51101,292,246
51103,5537,5030
51104,7886,7192
51105,3320,2677
51106,9933,9284
51108,1869,1792
51109,1319,1196
51111,30,15
51201,2162,2128
51230,189,185
51231,202,194
51232,284,270
51234,430,412
51235,343,344
51237,665,554
51238,460,449
51239,1026,994
51240,652,602
51241,745,732
51242,106,100
51243,221,209
51244,62,53
51245,451,429
51246,1147,1141
51247,1646,1573
51248,627,600
51249,1298,1237
51250,2894,2827
51301,5015,4627
51331,567,533
51333,164,160
51334,2596,2291
51338,375,332
51340,39,39
51341,10,12
51342,519,474
51343,64,56
51345,208,203
51346,704,665
51347,611,554
51350,179,160
51351,1885,1795
51354,439,406
51355,448,395
51357,274,266
51358,509,451
51360,3604,3375
51363,65,59
51364,307,294
51365,142,122
51366,123,94
51401,4614,4339
51430,379,369
51431,201,193
51432,8,6
51433,202,186
51436,355,328
51439,279,258
51440,99,94
51441,133,115
51442,3064,2815
51443,511,441
51444,134,135
51445,1042,956
51446,193,146
51447,83,81
51448,189,145
51449,709,666
51450,583,566
51451,30,28
51452,65,59
51453,204,182
51454,431,394
51455,939,854
51458,431,390
51459,28,25
51460,35,36
51461,478,437
51462,402,389
51463,204,167
51465,248,225
51466,363,342
51467,203,185
51501,12451,10906
51503,13745,12524
51510,1186,1120
51520,81,76
51521,729,681
51523,148,148
51525,422,368
51526,657,580
51527,195,164
51528,260,256
51529,676,530
51530,215,204
51531,269,258
51532,241,227
51533,377,350
51534,3184,3041
51535,637,563
51536,152,115
51537,2495,2283
51540,115,91
51541,106,100
51542,356,326
51543,134,125
51544,247,241
51545,94,62
51546,1147,1006
51548,178,158
51549,208,199
51550,47,45
51551,593,567
51552,113,111
51553,329,299
51554,39,39
51555,1709,1519
51556,181,159
51557,348,316
51558,214,197
51559,662,608
51560,723,670
51561,292,277
51562,166,166
51563,257,250
51564,173,142
51565,226,215
51566,2534,2305
51570,392,362
51571,202,195
51572,189,164
51573,362,339
51575,567,547
51576,675,634
51577,392,370
51578,58,54
51579,766,638
51601,2076,1865
51630,51,51
51631,136,104
51632,2311,2132
51636,208,184
51637,110,93
51638,477,442
51639,313,280
51640,609,540
51645,100,98
51646,288,266
51647,84,80
51648,114,101
51649,114,95
51650,95,80
51651,62,56
51652,533,469
51653,478,441
51654,125,118
51656,12,13
52001,16644,15599
52002,6419,6123
52003,4997,4828
52030,151,148
52031,1858,1739
52032,481,462
52033,1145,1113
52035,372,360
52036,60,55
52037,318,293
52038,168,157
52039,283,277
52040,2156,2065
52041,679,629
52042,500,476
52043,684,611
52044,73,72
52045,987,924
52046,856,806
52047,266,235
52048,106,106
52049,449,424
52050,176,175
52052,1190,1063
52053,390,379
52054,270,268
52056,74,70
52057,2847,2717
52060,2912,2817
52064,291,277
52065,268,239
52066,39,40
52068,1642,1569
52069,495,488
52070,390,370
52071,37,36
52072,199,173
52073,521,490
52074,93,91
52075,56,53
52076,809,761
52077,124,117
52078,222,194
52079,312,258
52101,4476,4217
52132,686,654
52133,214,210
52134,106,100
52135,254,237
52136,2107,1938
52140,170,147
52141,485,431
52142,542,502
52144,393,322
52146,361,348
52147,388,356
52151,651,598
52154,305,261
52155,460,437
52156,210,203
52157,724,629
52158,157,147
52159,904,832
52160,346,332
52161,561,548
52162,968,891
52163,127,120
52164,122,107
52165,417,378
52166,46,42
52168,146,132
52169,138,120
52170,169,218
52171,347,292
52172,2251,2033
52175,1224,1098
52201,533,506
52202,379,367
52203,879,822
52205,2676,2557
52206,933,915
52207,114,110
52208,1159,1070
52209,369,362
52210,269,229
52211,1064,938
52212,187,179
52213,1411,1306
52214,1146,1055
52215,342,317
52216,524,507
52217,209,193
52218,624,615
52219,52,47
52220,83,83
52221,96,90
52222,276,251
52223,409,386
52224,759,688
52225,173,152
52227,1075,987
52228,1333,1307
52229,287,281
52231,111,71
52232,98,94
52233,2705,2545
52235,322,313
52236,160,152
52237,434,393
52240,14379,13082
52241,8994,8321
52242,36,36
52245,9107,8686
52246,9644,8690
52247,1543,1382
52248,637,595
52249,330,315
52251,205,199
52252,30,30
52253,1091,962
52254,325,312
52255,480,453
52257,88,88
52301,1440,1307
52302,16349,15524
52305,267,248
52306,488,460
52307,42,42
52308,87,84
52309,252,240
52310,2264,2234
52312,28,22
52313,132,116
52314,1788,1681
52315,479,471
52316,467,421
52317,7815,7635
52318,395,362
52320,411,372
52321,158,146
52322,691,682
52323,292,259
52324,674,651
52325,243,219
52326,264,244
52327,1264,1117
52328,1007,977
52329,261,196
52330,325,312
52332,591,536
52333,2495,2422
52334,82,82
52335,228,233
52336,1004,913
52337,290,278
52338,1357,1315
52339,1353,1132
52340,1834,1767
52341,414,414
52342,1035,980
52344,10,10
52345,482,481
52346,361,346
52347,477,420
52348,31,26
52349,2914,2591
52351,497,484
52352,657,582
52353,3351,3127
52354,97,97
52355,93,89
52356,1030,977
52358,1356,1321
52359,100,92
52361,1858,1748
52362,322,301
52401,1041,994
52402,16977,16274
52403,9601,9127
52404,16171,14956
52405,10573,9973
52411,2851,2809
52501,10851,9676
52530,342,317
52531,2087,1740
52533,397,394
52534,170,155
52535,338,307
52536,345,298
52537,1962,1708
52540,402,359
52542,130,96
52543,117,117
52544,2810,2478
52548,37,37
52549,136,125
52550,255,200
52551,128,122
52552,230,205
52553,536,474
52554,365,339
52555,69,56
52556,4839,4376
52557,,
52560,64,65
52561,356,334
52562,25,18
52563,526,471
52565,652,548
52566,78,68
52567,232,221
52568,33,18
52569,286,237
52570,259,222
52571,498,438
52572,334,291
52573,61,61
52574,200,163
52576,154,147
52577,5159,4841
52580,258,252
52581,114,97
52583,121,119
52584,136,112
52585,273,244
52586,218,210
52588,6,6
52590,294,242
52591,1073,998
52593,72,68
52594,160,149
52595,178,166
52601,11002,10030
52619,286,279
52620,281,265
52621,271,245
52623,729,641
52624,248,248
52625,837,754
52626,409,345
52627,4743,4487
52630,98,82
52631,22,20
52632,4576,4123
52635,337,280
52637,1028,1004
52638,191,170
52639,655,627
52640,494,413
52641,4121,3755
52644,135,135
52645,1236,1086
52646,129,121
52647,63,61
52649,294,274
52650,287,246
52651,162,147
52652,16,8
52653,1169,1070
52654,556,526
52655,1644,1485
52656,805,780
52657,26,24
52658,387,341
52659,465,375
52660,132,125
52701,44,43
52720,301,262
52721,306,296
52722,14923,14503
52726,2144,2017
52727,72,63
52728,352,308
52729,306,290
52730,2167,2031
52731,249,228
52732,9233,8767
52737,98,81
52738,1011,980
52739,263,244
52742,2618,2544
52745,161,157
52746,385,374
52747,685,632
52748,3398,3234
52749,382,374
52750,152,143
52751,370,357
52752,166,159
52753,1906,1870
52754,507,455
52755,729,737
52756,688,661
52757,91,84
52758,119,115
52759,49,42
52760,194,168
52761,10689,10110
52765,129,140
52766,241,218
52767,94,94
52768,453,451
52769,203,184
52771,33,33
52772,1949,1852
52773,964,925
52774,51,40
52776,1424,1378
52777,355,340
52778,1614,1589
52801,705,605
52802,3406,3152
52803,8267,7665
52804,10002,9323
52806,10024,9439
52807,6193,5933
53001,804,710
53002,883,845
53003,44,45
53004,1327,1230
53005,7964,7846
53006,722,683
53007,766,697
53010,2825,2676
53011,836,790
53012,7443,7150
53013,1221,1203
53014,2977,2802
53015,1047,961
53016,141,136
53017,1818,1794
53018,2945,2873
53019,684,655
53020,1462,1418
53021,1620,1531
53022,7443,7247
53023,462,450
53024,7586,7157
53027,8760,8423
53029,7508,7391
53031,26,12
53032,1917,1816
53033,2290,2232
53034,591,573
53035,836,800
53036,1047,1042
53037,3590,3490
53038,1498,1409
53039,1527,1457
53040,2980,2794
53042,2461,2357
53044,836,832
53045,9125,8992
53046,590,570
53047,31,28
53048,1273,1212
53049,929,891
53050,2616,2543
53051,14436,13950
53057,674,657
53058,1299,1257
53059,662,609
53061,2020,1873
53063,520,488
53065,805,761
53066,14001,13717
53069,326,326
53070,1767,1684
53072,11339,10719
53073,5646,5219
53074,5169,4860
53075,1276,1212
53076,1212,1141
53078,683,663
53079,513,509
53080,2175,2142
53081,17093,16560
53083,8006,7837
53085,4787,4538
53086,3740,3445
53088,143,142
53089,7109,6880
53090,8465,8161
53091,799,768
53092,7830,7702
53093,682,656
53094,6560,6300
53095,11080,10791
53097,2214,2207
53098,4019,3774
53099,3,3
53103,1533,1492
53104,2065,1980
53105,11292,10527
53108,1227,1155
53110,8206,7567
53114,775,729
53115,6261,5728
53118,2851,2730
53119,2120,2047
53120,4015,3883
53121,6999,6284
53122,2173,2142
53125,1209,1210
53126,2644,2576
53127,41,41
53128,3127,3051
53129,5866,5606
53130,2819,2709
53132,12581,12104
53137,570,530
53139,871,826
53140,11535,10984
53142,11912,11445
53143,7832,7364
53144,9584,9007
53146,2870,2797
53147,7388,6844
53149,6848,6659
53150,9520,9211
53151,13512,12800
53153,941,922
53154,14465,13727
53156,1311,1223
53157,,
53158,6299,6174
53167,233,160
53168,3393,3217
53170,836,737
53172,7856,7602
53176,64,35
53177,2596,2436
53178,1018,895
53179,2290,2158
53181,3134,3044
53182,3097,2917
53183,1045,1028
53184,1411,1340
53185,7157,6943
53186,13889,13453
53188,13321,12709
53189,9781,9668
53190,5794,4907
53191,1293,1176
53192,49,49
53195,38,38
53202,15081,14149
53203,1198,1157
53204,11274,9079
53205,2851,2153
53206,6420,5595
53207,15185,13904
53208,10196,8878
53209,16512,14714
53210,8212,7377
53211,14132,13319
53212,11515,10372
53213,11220,10368
53214,14179,13374
53215,17392,15109
53216,11036,9600
53217,11226,11046
53218,12985,12036
53219,13332,12463
53220,11224,10615
53221,14890,13943
53222,9801,9122
53223,10867,10111
53224,6869,6476
53225,8908,8253
53226,7301,7060
53227,9763,9193
53228,6050,5562
53233,3890,3242
53235,4224,3945
53295,,
53402,13421,12683
53403,9639,8916
53404,4743,4387
53405,9924,9335
53406,10476,10203
53501,104,104
53502,872,798
53503,815,751
53504,804,747
53505,153,140
53506,408,389
53507,779,731
53508,2156,2030
53510,535,484
53511,16547,15393
53515,982,917
53516,878,829
53517,720,600
53518,593,543
53520,2618,2433
53521,1295,1279
53522,329,295
53523,1940,1858
53525,1518,1295
53526,213,179
53527,4181,3959
53528,2320,2246
53529,773,813
53530,1576,1349
53531,1628,1547
53532,5615,5397
53533,2742,2636
53534,4613,4398
53536,3586,3480
53537,367,347
53538,7127,6714
53540,48,22
53541,301,277
53543,612,577
53544,271,245
53545,9713,9136
53546,11421,10617
53548,7733,7100
53549,3915,3725
53550,379,333
53551,3391,3168
53553,230,227
53554,286,259
53555,3741,3559
53556,921,799
53557,146,140
53558,5026,4844
53559,2326,2101
53560,1468,1391
53561,742,731
53562,12069,11642
53563,4279,3837
53565,1696,1630
53566,5862,5383
53569,384,356
53570,1070,978
53571,14,14
53572,3569,3452
53573,1129,981
53574,1369,1276
53575,6808,6621
53576,781,851
53577,465,426
53578,2472,2421
53579,606,584
53580,145,134
53581,3604,3246
53582,387,374
53583,2216,2091
53584,10,10
53585,777,735
53586,693,655
53587,415,363
53588,1544,1428
53589,7935,7500
53590,16719,15877
53593,10584,10400
53594,2200,1981
53597,7544,7277
53598,1480,1292
53599,24,11
53703,18220,16239
53704,20433,19360
53705,11411,10091
53706,,
53711,20430,19523
53713,9966,9811
53714,6832,6608
53715,4914,4115
53716,7856,7612
53717,6001,5740
53718,7464,7046
53719,14640,14072
53726,2387,2238
53792,,
53801,381,343
53802,26,18
53803,464,433
53804,458,399
53805,1847,1558
53806,650,588
53807,1527,1447
53808,342,309
53809,1466,1294
53810,131,115
53811,1178,1066
53812,130,130
53813,2016,1866
53816,237,217
53817,107,96
53818,5090,4714
53820,787,751
53821,2737,2533
53825,155,136
53826,497,464
53827,115,106
53901,5314,5025
53910,1193,1049
53911,511,455
53913,8550,8029
53916,9249,8733
53919,721,709
53920,201,180
53922,376,357
53923,675,559
53924,410,383
53925,3171,2956
53926,413,351
53928,41,39
53929,887,821
53930,469,453
53931,108,105
53932,843,770
53933,1224,1160
53934,1650,1429
53935,98,98
53936,517,468
53937,276,253
53939,97,94
53940,,
53941,1016,935
53942,36,34
53943,302,261
53944,841,733
53946,1506,1310
53947,117,80
53948,2942,2675
53949,2411,2322
53950,1805,1681
53951,837,781
53952,1176,1037
53953,81,79
53954,2364,2165
53955,2163,2031
53956,1108,1054
53959,4976,4776
53960,1283,1138
53961,368,356
53962,18,11
53963,4577,4380
53964,1200,1128
53965,4291,3966
53968,721,605
53969,104,86
54001,2942,2647
54002,2344,2084
54003,371,360
54004,757,689
54005,1039,951
54006,321,293
54007,368,339
54009,902,820
54011,2482,2307
54013,1320,1203
54014,820,782
54015,1414,1293
54016,12537,11756
54017,6658,6341
54020,2859,2648
54021,2636,2524
54022,8031,7609
54023,1628,1554
54024,1908,1796
54025,2619,2470
54026,875,855
54027,380,341
54028,889,819
54082,541,503
54101,1058,1023
54102,362,301
54103,180,169
54104,491,444
54106,2021,1897
54107,1187,1128
54110,1976,1759
54111,928,867
54112,954,819
54113,1341,1355
54114,2235,1989
54115,18098,17431
54119,223,184
54120,114,65
54121,1349,1194
54123,73,66
54124,1290,1197
54125,186,155
54126,1402,1289
54127,31,27
54128,669,633
54129,1311,1235
54130,10012,9646
54135,751,713
54136,2466,2288
54137,374,356
54138,342,317
54139,1093,1009
54140,3511,3400
54141,997,999
54143,5949,5629
54149,525,470
54150,258,245
54151,1268,1199
54152,78,74
54153,2840,2592
54154,2098,1938
54155,2729,2516
54156,568,504
54157,2312,2192
54159,517,464
54160,90,92
54161,1050,976
54162,3082,2977
54165,2720,2548
54166,6105,5804
54169,1162,1140
54170,1363,1283
54171,1390,1330
54173,1398,1385
54174,1231,1143
54175,526,466
54177,1137,1018
54180,1134,1085
54201,1926,1785
54202,788,714
54204,731,583
54205,716,664
54207,74,56
54208,2074,1942
54209,641,619
54210,338,314
54211,140,110
54212,360,338
54213,549,524
54214,185,174
54215,93,87
54216,2234,2059
54217,2530,2395
54220,15510,14902
54227,643,596
54228,1050,976
54229,2020,1976
54230,1458,1348
54232,477,481
54234,977,929
54235,7596,6866
54241,5586,5279
54245,811,754
54246,414,352
54247,897,872
54301,9064,8546
54302,11528,10820
54303,10431,9771
54304,11398,10771
54307,,
54311,13661,12833
54313,14430,14140
54401,12381,11754
54403,9482,8793
54405,861,836
54406,1514,1437
54407,494,469
54408,366,337
54409,4743,4598
54410,723,675
54411,1522,1395
54412,731,691
54413,74,70
54414,1080,1022
54416,522,444
54417,8,8
54418,307,276
54420,380,350
54421,1047,989
54422,290,263
54423,747,668
54424,588,519
54425,628,551
54426,1479,1348
54427,448,419
54428,422,407
54430,51,35
54433,532,470
54435,746,549
54436,538,507
54437,929,865
54440,971,917
54441,338,322
54442,498,465
54443,775,734
54446,942,881
54447,154,139
54448,1497,1401
54449,10528,9980
54450,140,130
54451,3714,3453
54452,7197,6650
54454,449,442
54455,7139,6715
54456,2088,1992
54457,3398,3235
54458,51,49
54459,486,428
54460,721,638
54462,142,126
54463,281,259
54464,23,23
54465,288,261
54466,978,907
54467,5804,5661
54469,674,647
54470,689,673
54471,585,529
54473,870,832
54474,1834,1681
54475,512,476
54476,7441,7322
54479,1233,1165
54480,460,437
54481,10729,10265
54482,3553,3444
54484,2218,2125
54485,147,144
54486,756,679
54487,3851,3522
54488,412,360
54489,597,571
54490,323,287
54491,582,527
54493,244,228
54494,10480,9999
54495,3067,2878
54498,651,609
54499,988,910
54501,7781,7409
54511,516,482
54512,538,494
54513,230,208
54514,842,776
54515,227,196
54517,86,85
54519,528,451
54520,1291,1225
54521,3458,3203
54524,267,212
54525,103,95
54526,247,203
54527,326,264
54529,382,346
54530,266,248
54531,512,451
54534,1040,972
54536,62,55
54537,204,185
54538,1244,1154
54539,518,464
54540,370,340
54541,452,388
54542,210,175
54545,462,418
54546,441,371
54547,587,527
54548,2286,2151
54550,241,216
54552,1900,1696
54554,425,383
54555,1885,1729
54556,449,394
54557,410,382
54558,992,842
54559,357,309
54560,292,279
54561,27,21
54562,760,688
54563,287,261
54564,124,106
54565,19,19
54566,560,513
54568,1818,1628
54601,19121,17553
54603,5946,5623
54610,600,568
54611,425,396
54612,1876,1702
54613,751,643
54614,915,813
54615,3730,3546
54616,845,778
54618,756,693
54619,1002,942
54621,417,396
54622,762,765
54623,750,719
54624,620,585
54625,101,67
54626,552,498
54627,808,761
54628,379,339
54629,998,929
54630,1524,1463
54631,506,464
54632,407,393
54634,1136,1059
54635,554,519
54636,5711,5545
54637,77,68
54638,494,424
54639,771,669
54642,696,645
54643,,
54644,485,452
54645,36,30
54646,1459,1253
54648,436,348
54650,9827,9472
54651,325,280
54652,292,280
54653,376,343
54654,58,58
54655,515,467
54656,6144,5869
54657,119,107
54658,965,881
54659,414,380
54660,6027,5720
54661,1427,1363
54664,471,422
54665,3021,2790
54666,954,915
54667,1571,1399
54669,2917,2789
54670,387,353
54701,15292,14869
54703,16766,15983
54720,3167,3146
54721,461,441
54722,1199,1096
54723,375,356
54724,2559,2438
54725,1234,1153
54726,590,542
54727,1706,1591
54728,2253,2013
54729,13189,12736
54730,1883,1786
54731,269,254
54732,988,887
54733,429,391
54734,266,263
54736,1585,1456
54737,209,207
54738,1163,1049
54739,1875,1785
54740,716,664
54741,525,477
54742,1654,1566
54745,801,731
54746,268,256
54747,866,816
54748,529,492
54749,507,455
54750,387,368
54751,8924,8193
54754,582,550
54755,2511,2374
54756,360,343
54757,1266,1201
54758,1744,1641
54759,543,518
54760,68,62
54761,416,384
54762,490,448
54763,426,355
54766,619,511
54767,1249,1190
54768,1388,1289
54769,244,228
54770,730,683
54771,1240,1123
54772,385,346
54773,1085,1008
54801,2519,2198
54805,580,483
54806,4042,3604
54810,979,891
54812,1928,1588
54813,217,180
54814,1226,1131
54817,854,781
54819,873,812
54820,345,314
54821,621,605
54822,1781,1506
54824,895,742
54826,245,208
54827,168,160
54828,277,228
54829,2061,1857
54830,1395,1268
54832,152,145
54835,399,346
54836,356,317
54837,1359,1236
54838,464,430
54839,115,112
54840,1668,1489
54841,100,95
54842,53,50
54843,4814,4461
54844,108,102
54845,38,29
54846,228,214
54847,1038,943
54848,2240,2058
54849,767,676
54850,140,137
54853,1435,1298
54854,320,308
54855,280,263
54856,611,582
54857,7,
54858,597,524
54859,875,803
54861,59,54
54862,112,100
54864,526,503
54865,241,235
54867,177,156
54868,5935,5191
54870,701,650
54871,1062,993
54872,1032,921
54873,1311,1257
54874,1403,1272
54875,487,431
54876,658,572
54880,12111,11018
54888,536,489
54889,1145,938
54891,1317,1244
54893,1552,1441
54895,319,289
54896,620,552
54901,12811,11955
54902,8926,8434
54904,9151,8702
54909,758,712
54911,9226,9073
54913,8957,8616
54914,13046,12673
54915,16253,15864
54921,507,490
54922,407,365
54923,3377,3054
54926,44,45
54927,159,159
54928,147,138
54929,3258,3062
54930,583,556
54931,154,154
54932,403,370
54933,107,103
54935,15635,14610
54937,7699,7223
54940,1724,1612
54941,1076,1006
54942,3866,3589
54943,750,693
54944,3142,3060
54945,1391,1301
54946,,
54947,940,872
54948,67,63
54949,1375,1221
54950,907,811
54952,11147,10441
54956,18027,17327
54960,1058,944
54961,5274,4833
54962,346,300
54963,2781,2702
54964,332,290
54965,522,499
54966,683,647
54967,184,174
54968,1072,975
54970,1109,1028
54971,3973,3878
54974,581,569
54977,561,533
54978,28,28
54979,607,594
54980,51,51
54981,6287,6079
54982,2557,2352
54983,1584,1443
54984,1220,1136
54985,,
54986,2111,1911
55001,1168,1148
55003,939,883
55005,1510,1486
55006,1195,1121
55007,829,767
55008,5522,5160
55009,3079,2953
55011,3685,3499
55012,643,621
55013,2402,2373
55014,9861,9614
55016,12317,12084
55017,282,265
55018,329,310
55019,717,717
55020,1352,1326
55021,10330,10030
55024,12080,11809
55025,9304,9111
55026,155,144
55027,925,874
55029,21,16
55030,427,406
55031,615,574
55032,1225,1202
55033,10683,10116
55036,15,15
55037,1693,1566
55038,8248,7992
55040,4868,4702
55041,2921,2782
55042,4039,3901
55043,1480,1447
55044,19598,19146
55045,2670,2540
55046,1888,1853
55047,932,919
55049,844,809
55051,3318,3097
55052,696,616
55053,318,309
55054,795,795
55055,1632,1457
55056,4798,4705
55057,7505,7172
55060,11061,10427
55063,3420,3145
55065,452,420
55066,7368,7079
55068,10847,10499
55069,1806,1640
55070,2760,2561
55071,2186,2033
55072,1143,1054
55073,1190,1108
55074,820,784
55075,7721,7428
55076,8871,8277
55077,5119,4970
55079,3069,2983
55080,1066,967
55082,13450,12925
55084,647,629
55085,156,152
55087,166,159
55088,578,540
55089,565,517
55090,148,141
55092,4015,3903
55101,4479,4186
55102,9552,9049
55103,4712,4430
55104,17115,16050
55105,10934,10547
55106,17455,16716
55107,4965,4704
55108,6434,6025
55109,11791,11253
55110,15104,14567
55111,91,86
55112,16385,15656
55113,17077,16208
55114,1680,1510
55115,3121,3038
55116,11304,10693
55117,15742,15019
55118,11601,10787
55119,15222,14634
55120,1982,1880
55121,3657,3283
55122,13202,12654
55123,9952,9663
55124,20417,19902
55125,16730,16391
55126,11260,10703
55127,7137,6793
55128,10856,10330
55129,9934,9819
55130,5188,4981
55150,50,46
55155,,
55301,4226,4034
55302,2613,2510
55303,18211,17235
55304,16124,15663
55305,9464,9358
55306,5961,5658
55307,1106,993
55308,3048,2970
55309,6795,6715
55310,548,438
55311,13778,13496
55312,498,427
55313,8638,8281
55314,363,327
55315,2178,1932
55316,8500,8184
55317,7982,7722
55318,10483,10160
55319,1836,1772
55320,1805,1705
55321,1693,1591
55322,1338,1286
55324,412,378
55325,1576,1516
55327,1758,1779
55328,3185,3082
55329,663,618
55330,14459,13637
55331,7255,7083
55332,653,564
55333,220,202
55334,962,895
55335,587,499
55336,2720,2510
55337,18247,17504
55338,376,336
55339,327,296
55340,3033,2934
55341,1137,1129
55342,635,583
55343,11674,11372
55344,6513,6197
55345,8321,8064
55346,6476,6252
55347,11468,11280
55349,1369,1281
55350,7293,6871
55352,3231,3156
55353,1100,988
55354,910,851
55355,3573,3362
55356,2079,2058
55357,1063,968
55358,1832,1738
55359,2324,2254
55360,1045,1009
55362,6900,6584
55363,1771,1667
55364,5817,5675
55366,188,173
55367,359,312
55368,674,557
55369,14993,14643
55370,200,187
55371,5981,5567
55372,11689,11347
55373,1965,1903
55374,5216,5033
55375,1333,1319
55376,5857,5542
55378,11136,10718
55379,16070,15346
55381,690,665
55382,1315,1194
55384,1097,1003
55385,435,391
55386,3119,2997
55387,4876,4696
55388,2083,2011
55389,831,760
55390,1039,989
55391,6228,6033
55395,977,874
55396,853,750
55397,1032,950
55398,5697,5546
55401,6958,6606
55402,405,379
55403,10489,9718
55404,11240,9528
55405,7810,7284
55406,15556,14932
55407,14341,13324
55408,15238,14582
55409,4661,4500
55410,8202,8047
55411,8994,7940
55412,8279,7503
55413,6619,6178
55414,12201,9369
55415,2548,2273
55416,16751,16368
55417,10442,10037
55418,12919,12320
55419,11043,10822
55420,8406,7839
55421,11113,10677
55422,11383,10639
55423,14723,13935
55424,3662,3572
55425,3999,3741
55426,11395,10943
55427,10202,9805
55428,11955,10928
55429,9556,9006
55430,7257,6917
55431,7746,7407
55432,12066,11639
55433,12854,12332
55434,11066,10820
55435,6860,6487
55436,5765,5562
55437,8200,7868
55438,7153,6934
55439,3386,3271
55441,7613,7474
55442,5396,5139
55443,11299,10849
55444,5384,5176
55445,4398,4308
55446,9872,9694
55447,8610,8413
55448,10347,9980
55449,10610,10439
55450,6,6
55454,3111,2428
55455,,
55601,69,69
55602,156,127
55603,150,131
55604,1542,1494
55605,236,216
55606,106,106
55607,70,68
55609,71,85
55612,225,207
55613,109,106
55614,1003,926
55615,134,126
55616,2951,2850
55702,180,162
55703,312,295
55704,406,335
55705,1229,1151
55706,752,694
55707,1049,956
55708,250,239
55709,1469,1347
55710,540,497
55711,185,152
55712,207,196
55713,420,418
55716,127,95
55717,116,123
55718,1090,965
55719,2201,2019
55720,6441,5586
55721,1218,1102
55722,307,242
55723,772,729
55724,329,305
55725,54,51
55726,310,280
55731,2497,2326
55732,580,511
